Timestamp,File,Upload (s),Download (s),Soundtrap (ms)
2025-04-14 17:52:07,file_example_MP3_5MG.mp3,0.223,0.322,416.13
2025-04-14 17:52:09,file_example_MP3_5MG.mp3,0.175,0.28,423.77
2025-04-14 17:52:11,file_example_MP3_5MG.mp3,0.205,0.253,808.62
2025-04-14 17:52:14,file_example_MP3_5MG.mp3,0.198,0.256,1127.56
2025-04-14 17:52:16,file_example_MP3_5MG.mp3,0.207,0.242,536.67
2025-04-14 17:52:18,file_example_MP3_5MG.mp3,0.175,0.221,451.45
2025-04-14 17:52:20,file_example_MP3_5MG.mp3,0.149,0.198,459.77
2025-04-14 17:52:22,file_example_MP3_5MG.mp3,0.197,0.194,480.88
2025-04-14 17:52:24,file_example_MP3_5MG.mp3,0.183,0.19,491.04
2025-04-14 17:52:26,file_example_MP3_5MG.mp3,0.247,0.342,429.23
2025-04-14 17:52:28,file_example_MP3_5MG.mp3,0.247,0.398,485.59
2025-04-14 17:52:30,file_example_MP3_5MG.mp3,0.147,0.333,454.55
2025-04-14 17:52:32,file_example_MP3_5MG.mp3,0.294,0.398,440.28
2025-04-14 17:52:34,file_example_MP3_5MG.mp3,0.215,0.434,458.09
2025-04-14 17:52:36,file_example_MP3_5MG.mp3,0.221,0.373,458.42
2025-04-14 17:52:38,file_example_MP3_5MG.mp3,0.215,0.391,490.9
2025-04-14 17:52:40,file_example_MP3_5MG.mp3,0.221,0.856,495.45
2025-04-14 17:52:43,file_example_MP3_5MG.mp3,0.242,0.633,444.94
2025-04-14 17:52:45,file_example_MP3_5MG.mp3,0.259,0.765,437.7
2025-04-14 17:52:47,file_example_MP3_5MG.mp3,0.269,0.709,632.19
2025-04-14 17:52:50,file_example_MP3_5MG.mp3,0.335,1.217,616.05
2025-04-14 17:52:53,file_example_MP3_5MG.mp3,0.228,0.882,448.27
2025-04-14 17:52:56,file_example_MP3_5MG.mp3,0.198,0.443,403.95
2025-04-14 17:52:58,file_example_MP3_5MG.mp3,0.178,0.341,468.39
2025-04-14 17:53:00,file_example_MP3_5MG.mp3,0.186,0.31,457.04
2025-04-14 17:53:02,file_example_MP3_5MG.mp3,0.203,0.273,454.58
2025-04-14 17:53:04,file_example_MP3_5MG.mp3,0.216,0.449,450.13
2025-04-14 17:53:06,file_example_MP3_5MG.mp3,0.204,0.477,1834.9
2025-04-14 17:53:09,file_example_MP3_5MG.mp3,0.212,0.288,483.83
2025-04-14 17:53:11,file_example_MP3_5MG.mp3,0.155,0.167,436.7
2025-04-14 17:53:13,file_example_MP3_5MG.mp3,0.207,0.162,458.42
2025-04-14 17:53:15,file_example_MP3_5MG.mp3,0.197,0.167,456.94
2025-04-14 17:53:17,file_example_MP3_5MG.mp3,0.179,0.149,450.41
2025-04-14 17:53:19,file_example_MP3_5MG.mp3,0.16,0.184,458.01
2025-04-14 17:53:20,file_example_MP3_5MG.mp3,0.194,0.187,436.4
2025-04-14 17:53:22,file_example_MP3_5MG.mp3,0.241,0.169,456.87
2025-04-14 17:53:24,file_example_MP3_5MG.mp3,0.217,0.168,459.95
2025-04-14 17:53:26,file_example_MP3_5MG.mp3,0.195,0.17,437.25
2025-04-14 17:53:28,file_example_MP3_5MG.mp3,0.177,0.173,404.32
2025-04-14 17:53:29,file_example_MP3_5MG.mp3,0.128,0.165,466.19
2025-04-14 17:53:31,file_example_MP3_5MG.mp3,0.219,0.169,431.52
2025-04-14 17:53:33,file_example_MP3_5MG.mp3,0.204,0.16,454.42
2025-04-14 17:53:35,file_example_MP3_5MG.mp3,0.255,0.15,468.75
2025-04-14 17:53:37,file_example_MP3_5MG.mp3,0.237,0.151,440.14
2025-04-14 17:53:39,file_example_MP3_5MG.mp3,0.207,0.16,465.59
2025-04-14 17:53:40,file_example_MP3_5MG.mp3,0.199,0.157,431.0
2025-04-14 17:53:42,file_example_MP3_5MG.mp3,0.223,0.148,461.68
2025-04-14 17:53:44,file_example_MP3_5MG.mp3,0.221,0.175,452.73
2025-04-14 17:53:46,file_example_MP3_5MG.mp3,0.233,0.245,475.87
2025-04-14 17:53:48,file_example_MP3_5MG.mp3,0.224,0.807,461.75
2025-04-14 17:53:50,file_example_MP3_5MG.mp3,0.197,0.768,441.19
2025-04-14 17:53:53,file_example_MP3_5MG.mp3,0.213,1.175,971.28
2025-04-14 17:53:56,file_example_MP3_5MG.mp3,0.319,1.188,427.21
2025-04-14 17:53:59,file_example_MP3_5MG.mp3,0.211,1.102,456.89
2025-04-14 17:54:02,file_example_MP3_5MG.mp3,0.202,1.275,521.39
2025-04-14 17:54:05,file_example_MP3_5MG.mp3,0.206,0.677,1140.1
2025-04-14 17:54:08,file_example_MP3_5MG.mp3,0.22,0.453,555.41
2025-04-14 17:54:10,file_example_MP3_5MG.mp3,0.145,0.475,421.45
2025-04-14 17:54:12,file_example_MP3_5MG.mp3,0.196,0.348,420.9
2025-04-14 17:54:14,file_example_MP3_5MG.mp3,0.186,0.305,464.61
2025-04-14 17:54:16,file_example_MP3_5MG.mp3,0.19,0.277,445.33
2025-04-14 17:54:18,file_example_MP3_5MG.mp3,0.194,0.684,469.21
2025-04-14 17:54:20,file_example_MP3_5MG.mp3,0.42,0.248,438.48
2025-04-14 17:54:22,file_example_MP3_5MG.mp3,0.201,0.19,481.88
2025-04-14 17:54:24,file_example_MP3_5MG.mp3,0.147,0.523,446.82
2025-04-14 17:54:26,file_example_MP3_5MG.mp3,0.29,0.537,494.35
2025-04-14 17:54:29,file_example_MP3_5MG.mp3,0.204,0.373,478.96
2025-04-14 17:54:31,file_example_MP3_5MG.mp3,0.261,0.915,477.41
2025-04-14 17:54:33,file_example_MP3_5MG.mp3,0.242,0.934,497.11
2025-04-14 17:54:36,file_example_MP3_5MG.mp3,0.182,1.082,473.33
2025-04-14 17:54:39,file_example_MP3_5MG.mp3,0.186,0.67,430.5
2025-04-14 17:54:41,file_example_MP3_5MG.mp3,0.24,0.557,411.44
2025-04-14 17:54:43,file_example_MP3_5MG.mp3,0.209,0.455,1020.14
2025-04-14 17:54:46,file_example_MP3_5MG.mp3,0.207,1.111,477.74
2025-04-14 17:54:49,file_example_MP3_5MG.mp3,0.243,1.094,459.59
2025-04-14 17:54:52,file_example_MP3_5MG.mp3,0.23,0.587,974.07
2025-04-14 17:54:54,file_example_MP3_5MG.mp3,0.23,0.412,454.35
2025-04-14 17:54:57,file_example_MP3_5MG.mp3,0.225,0.526,434.03
2025-04-14 17:54:59,file_example_MP3_5MG.mp3,0.205,0.422,420.21
2025-04-14 17:55:01,file_example_MP3_5MG.mp3,0.235,0.349,448.21
2025-04-14 17:55:03,file_example_MP3_5MG.mp3,0.191,0.405,431.9
2025-04-14 17:55:05,file_example_MP3_5MG.mp3,0.33,0.453,420.09
2025-04-14 17:55:07,file_example_MP3_5MG.mp3,0.145,1.047,475.05
2025-04-14 17:55:10,file_example_MP3_5MG.mp3,0.199,0.678,425.68
2025-04-14 17:55:12,file_example_MP3_5MG.mp3,0.233,0.44,479.19
2025-04-14 17:55:14,file_example_MP3_5MG.mp3,0.278,0.367,492.11
2025-04-14 17:55:16,file_example_MP3_5MG.mp3,0.235,0.416,573.38
2025-04-14 17:55:19,file_example_MP3_5MG.mp3,0.204,0.54,435.06
2025-04-14 17:55:21,file_example_MP3_5MG.mp3,0.176,0.415,449.3
2025-04-14 17:55:23,file_example_MP3_5MG.mp3,0.221,0.459,492.09
2025-04-14 17:55:25,file_example_MP3_5MG.mp3,0.145,0.483,431.19
2025-04-14 17:55:27,file_example_MP3_5MG.mp3,0.178,0.373,427.95
2025-04-14 17:55:29,file_example_MP3_5MG.mp3,0.247,0.452,458.35
2025-04-14 17:55:31,file_example_MP3_5MG.mp3,0.272,0.468,464.72
2025-04-14 17:55:33,file_example_MP3_5MG.mp3,0.234,0.489,491.01
2025-04-14 17:55:36,file_example_MP3_5MG.mp3,0.237,0.419,426.97
2025-04-14 17:55:38,file_example_MP3_5MG.mp3,0.145,0.304,421.75
2025-04-14 17:55:40,file_example_MP3_5MG.mp3,0.138,0.413,462.69
2025-04-14 17:55:42,file_example_MP3_5MG.mp3,0.142,0.524,431.07
2025-04-14 17:55:44,file_example_MP3_5MG.mp3,0.231,0.991,444.16
2025-04-14 17:55:46,file_example_MP3_5MG.mp3,0.239,0.913,467.92
2025-04-14 17:55:49,file_example_MP3_5MG.mp3,0.243,0.638,453.76
2025-04-14 17:55:51,file_example_MP3_5MG.mp3,0.197,0.488,456.69
2025-04-14 17:55:53,file_example_MP3_5MG.mp3,0.155,0.499,513.48
2025-04-14 17:55:56,file_example_MP3_5MG.mp3,0.148,0.376,1644.96
2025-04-14 17:55:59,file_example_MP3_5MG.mp3,0.24,0.436,988.01
2025-04-14 17:56:01,file_example_MP3_5MG.mp3,0.209,0.336,428.33
2025-04-14 17:56:03,file_example_MP3_5MG.mp3,0.2,0.403,445.94
2025-04-14 17:56:06,file_example_MP3_5MG.mp3,0.219,0.763,501.79
2025-04-14 17:56:08,file_example_MP3_5MG.mp3,0.228,0.747,483.88
2025-04-14 17:56:10,file_example_MP3_5MG.mp3,0.3,1.259,421.68
2025-04-14 17:56:13,file_example_MP3_5MG.mp3,0.148,0.781,429.85
2025-04-14 17:56:16,file_example_MP3_5MG.mp3,0.21,0.81,493.87
2025-04-14 17:56:18,file_example_MP3_5MG.mp3,0.235,0.706,447.39
2025-04-14 17:56:21,file_example_MP3_5MG.mp3,0.267,1.074,458.62
2025-04-14 17:56:24,file_example_MP3_5MG.mp3,0.208,0.973,503.53
2025-04-14 17:56:26,file_example_MP3_5MG.mp3,0.213,0.515,434.23
2025-04-14 17:56:28,file_example_MP3_5MG.mp3,0.272,0.4,499.58
2025-04-14 17:56:31,file_example_MP3_5MG.mp3,0.291,0.944,483.19
2025-04-14 17:56:33,file_example_MP3_5MG.mp3,0.201,0.726,463.93
2025-04-14 17:56:36,file_example_MP3_5MG.mp3,0.218,0.449,512.62
2025-04-14 17:56:38,file_example_MP3_5MG.mp3,0.21,0.482,575.52
2025-04-14 17:56:40,file_example_MP3_5MG.mp3,0.202,0.476,450.85
2025-04-14 17:56:42,file_example_MP3_5MG.mp3,0.251,0.377,412.25
2025-04-14 17:56:44,file_example_MP3_5MG.mp3,0.194,0.416,483.56
2025-04-14 17:56:46,file_example_MP3_5MG.mp3,0.21,0.834,436.8
2025-04-14 17:56:49,file_example_MP3_5MG.mp3,0.258,0.632,450.16
2025-04-14 17:56:51,file_example_MP3_5MG.mp3,0.227,0.416,413.39
2025-04-14 17:56:53,file_example_MP3_5MG.mp3,0.272,0.284,512.56
2025-04-14 17:56:55,file_example_MP3_5MG.mp3,0.219,0.362,405.03
2025-04-14 17:56:57,file_example_MP3_5MG.mp3,0.263,0.465,466.77
2025-04-14 17:57:00,file_example_MP3_5MG.mp3,0.314,1.382,436.27
2025-04-14 17:57:03,file_example_MP3_5MG.mp3,0.248,1.207,428.02
2025-04-14 17:57:06,file_example_MP3_5MG.mp3,0.201,1.052,434.03
2025-04-14 17:57:08,file_example_MP3_5MG.mp3,0.153,0.558,470.07
2025-04-14 17:57:10,file_example_MP3_5MG.mp3,0.282,0.694,782.92
2025-04-14 17:57:13,file_example_MP3_5MG.mp3,0.228,0.696,433.38
2025-04-14 17:57:16,file_example_MP3_5MG.mp3,0.186,0.44,411.01
2025-04-14 17:57:18,file_example_MP3_5MG.mp3,0.225,0.46,477.82
2025-04-14 17:57:20,file_example_MP3_5MG.mp3,0.224,0.804,470.29
2025-04-14 17:57:22,file_example_MP3_5MG.mp3,0.199,1.292,444.8
2025-04-14 17:57:25,file_example_MP3_5MG.mp3,0.214,1.079,458.51
2025-04-14 17:57:28,file_example_MP3_5MG.mp3,0.21,0.68,464.24
2025-04-14 17:57:30,file_example_MP3_5MG.mp3,0.199,0.487,428.31
2025-04-14 17:57:32,file_example_MP3_5MG.mp3,0.251,0.49,485.14
2025-04-14 17:57:35,file_example_MP3_5MG.mp3,0.221,0.442,814.08
2025-04-14 17:57:37,file_example_MP3_5MG.mp3,0.205,0.413,444.79
2025-04-14 17:57:39,file_example_MP3_5MG.mp3,0.197,0.439,450.92
2025-04-14 17:57:41,file_example_MP3_5MG.mp3,0.218,0.613,423.68
2025-04-14 17:57:44,file_example_MP3_5MG.mp3,0.226,0.44,423.55
2025-04-14 17:57:46,file_example_MP3_5MG.mp3,0.207,0.72,735.06
2025-04-14 17:57:48,file_example_MP3_5MG.mp3,0.255,0.493,415.23
2025-04-14 17:57:50,file_example_MP3_5MG.mp3,0.191,0.718,459.94
2025-04-14 17:57:53,file_example_MP3_5MG.mp3,0.238,0.522,535.49
2025-04-14 17:57:55,file_example_MP3_5MG.mp3,0.142,0.374,430.75
2025-04-14 17:57:57,file_example_MP3_5MG.mp3,0.228,0.605,544.83
2025-04-14 17:57:59,file_example_MP3_5MG.mp3,0.23,1.115,474.86
2025-04-14 17:58:02,file_example_MP3_5MG.mp3,0.219,1.249,432.99
2025-04-14 17:58:05,file_example_MP3_5MG.mp3,0.195,0.683,455.43
2025-04-14 17:58:08,file_example_MP3_5MG.mp3,0.294,0.872,461.59
2025-04-14 17:58:10,file_example_MP3_5MG.mp3,0.216,0.849,432.89
2025-04-14 17:58:13,file_example_MP3_5MG.mp3,0.293,0.456,430.75
2025-04-14 17:58:15,file_example_MP3_5MG.mp3,0.322,0.419,434.83
2025-04-14 17:58:17,file_example_MP3_5MG.mp3,0.212,0.4,433.56
2025-04-14 17:58:19,file_example_MP3_5MG.mp3,0.195,0.555,469.4
2025-04-14 17:58:21,file_example_MP3_5MG.mp3,0.182,0.513,421.49
2025-04-14 17:58:23,file_example_MP3_5MG.mp3,0.2,0.396,1158.97
2025-04-14 17:58:26,file_example_MP3_5MG.mp3,0.167,0.474,433.6
2025-04-14 17:58:28,file_example_MP3_5MG.mp3,0.21,0.439,511.68
2025-04-14 17:58:30,file_example_MP3_5MG.mp3,0.211,0.365,509.86
2025-04-14 17:58:33,file_example_MP3_5MG.mp3,0.255,0.405,429.55
2025-04-14 17:58:35,file_example_MP3_5MG.mp3,0.18,0.447,544.92
2025-04-14 17:58:37,file_example_MP3_5MG.mp3,0.222,0.485,424.79
2025-04-14 17:58:39,file_example_MP3_5MG.mp3,0.207,0.513,518.47
2025-04-14 17:58:41,file_example_MP3_5MG.mp3,0.2,0.388,417.81
2025-04-14 17:58:43,file_example_MP3_5MG.mp3,0.214,0.332,422.71
2025-04-14 17:58:45,file_example_MP3_5MG.mp3,0.214,0.685,403.78
2025-04-14 17:58:47,file_example_MP3_5MG.mp3,0.201,0.502,418.05
2025-04-14 17:58:50,file_example_MP3_5MG.mp3,0.225,0.38,460.27
2025-04-14 17:58:52,file_example_MP3_5MG.mp3,0.235,0.398,485.74
2025-04-14 17:58:54,file_example_MP3_5MG.mp3,0.187,0.447,479.32
2025-04-14 17:58:56,file_example_MP3_5MG.mp3,0.221,0.918,425.26
2025-04-14 17:58:58,file_example_MP3_5MG.mp3,0.249,0.672,452.55
2025-04-14 17:59:01,file_example_MP3_5MG.mp3,0.329,0.651,438.31
2025-04-14 17:59:03,file_example_MP3_5MG.mp3,0.227,0.454,1389.1
2025-04-14 17:59:06,file_example_MP3_5MG.mp3,0.321,0.466,432.13
2025-04-14 17:59:09,file_example_MP3_5MG.mp3,0.214,0.377,463.75
2025-04-14 17:59:11,file_example_MP3_5MG.mp3,0.208,0.403,500.16
2025-04-14 17:59:13,file_example_MP3_5MG.mp3,0.246,0.612,444.45
2025-04-14 17:59:15,file_example_MP3_5MG.mp3,0.254,0.41,457.55
2025-04-14 17:59:17,file_example_MP3_5MG.mp3,0.312,0.432,440.52
2025-04-14 17:59:19,file_example_MP3_5MG.mp3,0.205,1.098,433.06
2025-04-14 17:59:22,file_example_MP3_5MG.mp3,0.176,1.048,477.9
2025-04-14 17:59:25,file_example_MP3_5MG.mp3,0.196,0.654,463.67
2025-04-14 17:59:27,file_example_MP3_5MG.mp3,0.23,0.418,439.5
2025-04-14 17:59:29,file_example_MP3_5MG.mp3,0.194,0.272,525.76
2025-04-14 17:59:31,file_example_MP3_5MG.mp3,0.254,0.15,437.33
2025-04-14 17:59:33,file_example_MP3_5MG.mp3,0.234,0.188,443.13
2025-04-14 17:59:35,file_example_MP3_5MG.mp3,0.244,0.261,403.33
2025-04-14 17:59:37,file_example_MP3_5MG.mp3,0.217,0.209,441.24
2025-04-14 17:59:39,file_example_MP3_5MG.mp3,0.231,0.456,467.84
2025-04-14 17:59:41,file_example_MP3_5MG.mp3,0.289,0.384,443.44
2025-04-14 17:59:43,file_example_MP3_5MG.mp3,0.2,0.412,437.07
2025-04-14 17:59:45,file_example_MP3_5MG.mp3,0.2,0.438,468.23
2025-04-14 17:59:47,file_example_MP3_5MG.mp3,0.204,0.439,438.44
2025-04-14 17:59:49,file_example_MP3_5MG.mp3,0.211,0.432,436.98
2025-04-14 17:59:51,file_example_MP3_5MG.mp3,0.209,0.741,430.48
2025-04-14 17:59:54,file_example_MP3_5MG.mp3,0.215,0.488,436.49
2025-04-14 17:59:56,file_example_MP3_5MG.mp3,0.204,0.461,546.52
2025-04-14 17:59:58,file_example_MP3_5MG.mp3,0.206,0.366,459.63
2025-04-14 18:00:00,file_example_MP3_5MG.mp3,0.217,0.631,424.73
2025-04-14 18:00:02,file_example_MP3_5MG.mp3,0.215,0.525,449.82
2025-04-14 18:00:05,file_example_MP3_5MG.mp3,0.215,0.405,455.36
2025-04-14 18:00:07,file_example_MP3_5MG.mp3,0.203,0.552,478.8
2025-04-14 18:00:09,file_example_MP3_5MG.mp3,0.224,0.376,437.84
2025-04-14 18:00:11,file_example_MP3_5MG.mp3,0.209,0.434,465.91
2025-04-14 18:00:13,file_example_MP3_5MG.mp3,0.277,0.571,436.07
2025-04-14 18:00:15,file_example_MP3_5MG.mp3,0.207,1.052,455.52
2025-04-14 18:00:18,file_example_MP3_5MG.mp3,0.135,0.764,479.99
2025-04-14 18:00:20,file_example_MP3_5MG.mp3,0.216,0.462,504.11
2025-04-14 18:00:23,file_example_MP3_5MG.mp3,0.868,0.618,413.27
2025-04-14 18:00:26,file_example_MP3_5MG.mp3,0.275,0.682,551.24
2025-04-14 18:00:28,file_example_MP3_5MG.mp3,0.221,0.65,410.33
2025-04-14 18:00:30,file_example_MP3_5MG.mp3,0.233,0.41,478.4
2025-04-14 18:00:32,file_example_MP3_5MG.mp3,0.207,0.554,459.56
2025-04-14 18:00:35,file_example_MP3_5MG.mp3,0.204,0.406,440.5
2025-04-14 18:00:37,file_example_MP3_5MG.mp3,0.232,0.428,445.03
2025-04-14 18:00:39,file_example_MP3_5MG.mp3,0.227,0.328,951.22
2025-04-14 18:00:41,file_example_MP3_5MG.mp3,0.205,0.362,721.18
2025-04-14 18:00:44,file_example_MP3_5MG.mp3,0.202,0.363,418.77
2025-04-14 18:00:46,file_example_MP3_5MG.mp3,0.25,0.413,448.95
2025-04-14 18:00:48,file_example_MP3_5MG.mp3,0.203,0.436,424.81
2025-04-14 18:00:50,file_example_MP3_5MG.mp3,0.219,0.439,464.1
2025-04-14 18:00:52,file_example_MP3_5MG.mp3,0.225,0.459,900.86
2025-04-14 18:00:55,file_example_MP3_5MG.mp3,0.214,0.462,436.65
2025-04-14 18:00:57,file_example_MP3_5MG.mp3,0.202,0.35,418.77
2025-04-14 18:00:59,file_example_MP3_5MG.mp3,0.219,0.32,447.2
2025-04-14 18:01:01,file_example_MP3_5MG.mp3,0.205,0.269,434.3
2025-04-14 18:01:03,file_example_MP3_5MG.mp3,0.25,0.475,436.86
2025-04-14 18:01:05,file_example_MP3_5MG.mp3,0.268,0.431,441.48
2025-04-14 18:01:07,file_example_MP3_5MG.mp3,0.24,0.354,458.53
2025-04-14 18:01:09,file_example_MP3_5MG.mp3,0.209,0.396,415.26
2025-04-14 18:01:11,file_example_MP3_5MG.mp3,0.208,0.316,633.03
2025-04-14 18:01:13,file_example_MP3_5MG.mp3,0.184,0.376,442.44
2025-04-14 18:01:15,file_example_MP3_5MG.mp3,0.206,0.613,458.64
2025-04-14 18:01:17,file_example_MP3_5MG.mp3,0.246,0.446,418.42
2025-04-14 18:01:20,file_example_MP3_5MG.mp3,0.214,0.485,412.89
2025-04-14 18:01:22,file_example_MP3_5MG.mp3,0.198,0.473,462.23
2025-04-14 18:01:24,file_example_MP3_5MG.mp3,0.268,0.784,523.8
2025-04-14 18:01:26,file_example_MP3_5MG.mp3,0.202,0.712,759.61
2025-04-14 18:01:29,file_example_MP3_5MG.mp3,0.225,0.393,469.2
2025-04-14 18:01:31,file_example_MP3_5MG.mp3,0.235,0.447,415.1
2025-04-14 18:01:33,file_example_MP3_5MG.mp3,0.157,0.452,419.06
2025-04-14 18:01:35,file_example_MP3_5MG.mp3,0.244,0.36,442.07
2025-04-14 18:01:37,file_example_MP3_5MG.mp3,0.218,0.436,455.54
2025-04-14 18:01:39,file_example_MP3_5MG.mp3,0.192,0.324,472.68
2025-04-14 18:01:41,file_example_MP3_5MG.mp3,0.214,0.38,423.77
2025-04-14 18:01:43,file_example_MP3_5MG.mp3,0.194,0.418,438.15
2025-04-14 18:01:45,file_example_MP3_5MG.mp3,0.216,0.538,437.4
2025-04-14 18:01:48,file_example_MP3_5MG.mp3,0.218,0.383,450.22
2025-04-14 18:01:50,file_example_MP3_5MG.mp3,0.142,0.327,435.98
2025-04-14 18:01:52,file_example_MP3_5MG.mp3,0.206,0.38,470.52
2025-04-14 18:01:54,file_example_MP3_5MG.mp3,0.319,0.214,458.45
2025-04-14 18:01:56,file_example_MP3_5MG.mp3,0.233,0.416,458.83
2025-04-14 18:01:58,file_example_MP3_5MG.mp3,0.251,0.335,461.12
2025-04-14 18:02:00,file_example_MP3_5MG.mp3,0.18,0.432,493.43
2025-04-14 18:02:02,file_example_MP3_5MG.mp3,0.199,0.712,465.32
2025-04-14 18:02:04,file_example_MP3_5MG.mp3,0.173,0.463,429.92
2025-04-14 18:02:06,file_example_MP3_5MG.mp3,0.218,0.348,415.72
2025-04-14 18:02:08,file_example_MP3_5MG.mp3,0.181,0.307,422.25
2025-04-14 18:02:10,file_example_MP3_5MG.mp3,0.181,0.296,438.31
2025-04-14 18:02:12,file_example_MP3_5MG.mp3,1.816,0.332,455.29
2025-04-14 18:02:16,file_example_MP3_5MG.mp3,0.25,0.398,438.16
2025-04-14 18:02:18,file_example_MP3_5MG.mp3,0.265,0.451,429.99
2025-04-14 18:02:20,file_example_MP3_5MG.mp3,0.266,0.457,545.69
2025-04-14 18:02:22,file_example_MP3_5MG.mp3,0.213,0.372,677.14
2025-04-14 18:02:25,file_example_MP3_5MG.mp3,0.225,0.393,443.01
2025-04-14 18:02:27,file_example_MP3_5MG.mp3,0.439,0.47,461.29
2025-04-14 18:02:29,file_example_MP3_5MG.mp3,0.301,0.471,586.56
2025-04-14 18:02:31,file_example_MP3_5MG.mp3,0.192,0.474,426.86
2025-04-14 18:02:34,file_example_MP3_5MG.mp3,0.187,0.464,460.13
2025-04-14 18:02:36,file_example_MP3_5MG.mp3,0.203,0.391,439.81
2025-04-14 18:02:38,file_example_MP3_5MG.mp3,0.204,0.446,451.28
2025-04-14 18:02:40,file_example_MP3_5MG.mp3,0.212,0.336,479.95
2025-04-14 18:02:42,file_example_MP3_5MG.mp3,0.185,0.409,440.73
2025-04-14 18:02:44,file_example_MP3_5MG.mp3,0.202,0.434,448.08
2025-04-14 18:02:46,file_example_MP3_5MG.mp3,0.206,0.483,511.74
2025-04-14 18:02:48,file_example_MP3_5MG.mp3,0.158,1.37,455.12
2025-04-14 18:02:51,file_example_MP3_5MG.mp3,0.224,1.057,744.2
2025-04-14 18:02:54,file_example_MP3_5MG.mp3,0.187,0.952,514.45
2025-04-14 18:02:57,file_example_MP3_5MG.mp3,0.231,0.855,456.59
2025-04-14 18:02:59,file_example_MP3_5MG.mp3,0.22,1.131,442.56
2025-04-14 18:03:02,file_example_MP3_5MG.mp3,0.308,1.029,444.63
2025-04-14 18:03:05,file_example_MP3_5MG.mp3,0.197,0.933,462.57
2025-04-14 18:03:08,file_example_MP3_5MG.mp3,0.147,0.554,432.16
2025-04-14 18:03:10,file_example_MP3_5MG.mp3,0.201,1.381,449.97
2025-04-14 18:03:13,file_example_MP3_5MG.mp3,0.26,0.634,462.01
2025-04-14 18:03:15,file_example_MP3_5MG.mp3,0.2,0.412,613.78
2025-04-14 18:03:17,file_example_MP3_5MG.mp3,0.226,1.079,448.14
2025-04-14 18:03:20,file_example_MP3_5MG.mp3,0.216,0.719,549.18
2025-04-14 18:03:23,file_example_MP3_5MG.mp3,0.252,0.833,437.59
2025-04-14 18:03:25,file_example_MP3_5MG.mp3,0.247,0.625,430.47
2025-04-14 18:03:27,file_example_MP3_5MG.mp3,0.139,0.406,432.32
2025-04-14 18:03:29,file_example_MP3_5MG.mp3,0.208,0.417,441.36
2025-04-14 18:03:31,file_example_MP3_5MG.mp3,0.251,0.362,590.48
2025-04-14 18:03:34,file_example_MP3_5MG.mp3,0.146,0.379,471.14
2025-04-14 18:03:36,file_example_MP3_5MG.mp3,0.178,0.431,435.07
2025-04-14 18:03:38,file_example_MP3_5MG.mp3,0.191,0.438,419.48
2025-04-14 18:03:40,file_example_MP3_5MG.mp3,0.225,0.505,847.38
2025-04-14 18:03:42,file_example_MP3_5MG.mp3,0.203,0.831,472.87
2025-04-14 18:03:45,file_example_MP3_5MG.mp3,0.22,0.671,554.67
2025-04-14 18:03:47,file_example_MP3_5MG.mp3,0.187,0.988,539.47
2025-04-14 18:03:50,file_example_MP3_5MG.mp3,0.213,1.113,456.69
2025-04-14 18:03:53,file_example_MP3_5MG.mp3,0.242,0.61,470.6
2025-04-14 18:03:55,file_example_MP3_5MG.mp3,0.344,0.508,461.77
2025-04-14 18:03:57,file_example_MP3_5MG.mp3,0.217,0.635,453.13
2025-04-14 18:04:00,file_example_MP3_5MG.mp3,0.202,0.401,464.45
2025-04-14 18:04:02,file_example_MP3_5MG.mp3,0.291,0.439,433.2
2025-04-14 18:04:04,file_example_MP3_5MG.mp3,0.144,0.448,453.34
2025-04-14 18:04:06,file_example_MP3_5MG.mp3,0.236,0.344,425.53
2025-04-14 18:04:08,file_example_MP3_5MG.mp3,0.194,0.39,459.7
2025-04-14 18:04:10,file_example_MP3_5MG.mp3,0.2,0.522,436.31
2025-04-14 18:04:12,file_example_MP3_5MG.mp3,0.24,0.745,437.72
2025-04-14 18:04:15,file_example_MP3_5MG.mp3,0.279,1.139,439.97
2025-04-14 18:04:18,file_example_MP3_5MG.mp3,0.222,0.676,469.32
2025-04-14 18:04:20,file_example_MP3_5MG.mp3,0.217,0.796,554.74
2025-04-14 18:04:22,file_example_MP3_5MG.mp3,0.338,0.748,517.24
2025-04-14 18:04:25,file_example_MP3_5MG.mp3,0.273,0.448,432.51
2025-04-14 18:04:27,file_example_MP3_5MG.mp3,0.268,0.528,469.5
2025-04-14 18:04:30,file_example_MP3_5MG.mp3,0.225,1.026,429.24
2025-04-14 18:04:32,file_example_MP3_5MG.mp3,0.194,0.65,453.43
2025-04-14 18:04:34,file_example_MP3_5MG.mp3,0.149,1.127,431.23
2025-04-14 18:04:37,file_example_MP3_5MG.mp3,0.195,0.846,445.56
2025-04-14 18:04:40,file_example_MP3_5MG.mp3,0.207,0.463,387.79
2025-04-14 18:04:42,file_example_MP3_5MG.mp3,0.209,0.353,553.17
2025-04-14 18:04:44,file_example_MP3_5MG.mp3,0.177,0.395,659.09
2025-04-14 18:04:46,file_example_MP3_5MG.mp3,0.239,0.368,454.19
2025-04-14 18:04:48,file_example_MP3_5MG.mp3,0.243,0.377,460.58
2025-04-14 18:04:50,file_example_MP3_5MG.mp3,0.225,0.423,394.43
2025-04-14 18:04:52,file_example_MP3_5MG.mp3,0.217,0.447,442.59
