Timestamp,File,Upload (s),Download (s),Soundtrap (ms)
2025-04-14 18:04:54,file_example_MP3_5MG.mp3,0.247,0.953,426.5
2025-04-14 18:04:57,file_example_MP3_5MG.mp3,0.209,0.705,459.51
2025-04-14 18:04:59,file_example_MP3_5MG.mp3,0.248,0.423,484.57
2025-04-14 18:05:02,file_example_MP3_5MG.mp3,0.189,0.441,455.14
2025-04-14 18:05:04,file_example_MP3_5MG.mp3,0.212,0.441,477.27
2025-04-14 18:05:06,file_example_MP3_5MG.mp3,0.165,0.354,1281.2
2025-04-14 18:05:09,file_example_MP3_5MG.mp3,0.203,0.404,432.1
2025-04-14 18:05:11,file_example_MP3_5MG.mp3,0.188,0.559,447.88
2025-04-14 18:05:13,file_example_MP3_5MG.mp3,0.276,0.754,484.91
2025-04-14 18:05:15,file_example_MP3_5MG.mp3,0.342,0.57,501.51
2025-04-14 18:05:18,file_example_MP3_5MG.mp3,0.145,0.39,402.38
2025-04-14 18:05:20,file_example_MP3_5MG.mp3,0.178,0.535,434.92
2025-04-14 18:05:22,file_example_MP3_5MG.mp3,0.283,1.022,431.17
2025-04-14 18:05:25,file_example_MP3_5MG.mp3,0.236,0.88,473.32
2025-04-14 18:05:27,file_example_MP3_5MG.mp3,0.212,0.454,789.57
2025-04-14 18:05:30,file_example_MP3_5MG.mp3,0.181,0.448,440.43
2025-04-14 18:05:32,file_example_MP3_5MG.mp3,0.203,0.449,446.04
2025-04-14 18:05:34,file_example_MP3_5MG.mp3,0.207,0.378,436.35
2025-04-14 18:05:36,file_example_MP3_5MG.mp3,0.206,0.508,466.24
2025-04-14 18:05:38,file_example_MP3_5MG.mp3,0.212,0.66,441.15
2025-04-14 18:05:40,file_example_MP3_5MG.mp3,0.191,0.496,408.16
2025-04-14 18:05:42,file_example_MP3_5MG.mp3,0.216,0.485,1587.75
2025-04-14 18:05:46,file_example_MP3_5MG.mp3,0.315,1.162,425.25
2025-04-14 18:05:49,file_example_MP3_5MG.mp3,0.23,0.532,444.3
2025-04-14 18:05:51,file_example_MP3_5MG.mp3,0.215,0.391,457.02
2025-04-14 18:05:53,file_example_MP3_5MG.mp3,0.269,0.442,429.16
2025-04-14 18:05:55,file_example_MP3_5MG.mp3,0.212,0.374,458.33
2025-04-14 18:05:57,file_example_MP3_5MG.mp3,0.219,0.389,417.53
2025-04-14 18:05:59,file_example_MP3_5MG.mp3,0.206,0.321,444.84
2025-04-14 18:06:01,file_example_MP3_5MG.mp3,0.225,0.398,456.46
2025-04-14 18:06:03,file_example_MP3_5MG.mp3,0.266,0.33,453.89
2025-04-14 18:06:05,file_example_MP3_5MG.mp3,0.254,0.381,436.19
2025-04-14 18:06:07,file_example_MP3_5MG.mp3,0.303,0.432,680.82
2025-04-14 18:06:10,file_example_MP3_5MG.mp3,0.237,0.457,432.73
2025-04-14 18:06:12,file_example_MP3_5MG.mp3,0.215,0.472,414.45
2025-04-14 18:06:14,file_example_MP3_5MG.mp3,0.215,0.386,434.95
2025-04-14 18:06:16,file_example_MP3_5MG.mp3,0.198,0.418,664.71
2025-04-14 18:06:18,file_example_MP3_5MG.mp3,0.21,0.598,420.56
2025-04-14 18:06:21,file_example_MP3_5MG.mp3,0.201,0.544,436.56
2025-04-14 18:06:23,file_example_MP3_5MG.mp3,0.219,0.408,441.54
2025-04-14 18:06:25,file_example_MP3_5MG.mp3,0.203,0.426,412.45
2025-04-14 18:06:27,file_example_MP3_5MG.mp3,0.216,0.466,420.29
2025-04-14 18:06:29,file_example_MP3_5MG.mp3,0.218,0.492,562.98
2025-04-14 18:06:31,file_example_MP3_5MG.mp3,0.135,0.684,424.31
2025-04-14 18:06:34,file_example_MP3_5MG.mp3,0.228,0.887,478.16
2025-04-14 18:06:36,file_example_MP3_5MG.mp3,0.143,0.577,414.25
2025-04-14 18:06:38,file_example_MP3_5MG.mp3,0.232,0.414,440.32
2025-04-14 18:06:40,file_example_MP3_5MG.mp3,0.245,0.44,441.04
2025-04-14 18:06:42,file_example_MP3_5MG.mp3,0.298,0.461,456.2
2025-04-14 18:06:45,file_example_MP3_5MG.mp3,0.215,0.479,527.19
2025-04-14 18:06:47,file_example_MP3_5MG.mp3,0.197,0.485,479.92
2025-04-14 18:06:49,file_example_MP3_5MG.mp3,0.321,0.375,429.93
2025-04-14 18:06:51,file_example_MP3_5MG.mp3,0.566,0.407,444.21
2025-04-14 18:06:54,file_example_MP3_5MG.mp3,0.181,0.444,434.56
2025-04-14 18:06:56,file_example_MP3_5MG.mp3,0.281,1.085,446.5
2025-04-14 18:06:59,file_example_MP3_5MG.mp3,0.145,0.605,427.82
2025-04-14 18:07:01,file_example_MP3_5MG.mp3,0.36,0.625,440.92
2025-04-14 18:07:03,file_example_MP3_5MG.mp3,0.226,1.466,480.68
2025-04-14 18:07:06,file_example_MP3_5MG.mp3,0.2,0.768,465.07
2025-04-14 18:07:09,file_example_MP3_5MG.mp3,0.242,0.466,421.24
2025-04-14 18:07:11,file_example_MP3_5MG.mp3,0.226,0.912,481.76
2025-04-14 18:07:14,file_example_MP3_5MG.mp3,0.227,0.803,420.02
2025-04-14 18:07:16,file_example_MP3_5MG.mp3,0.218,1.311,480.01
2025-04-14 18:07:19,file_example_MP3_5MG.mp3,0.236,1.423,471.82
2025-04-14 18:07:22,file_example_MP3_5MG.mp3,0.247,0.859,428.22
2025-04-14 18:07:25,file_example_MP3_5MG.mp3,0.235,1.039,429.8
2025-04-14 18:07:27,file_example_MP3_5MG.mp3,0.254,0.784,487.52
2025-04-14 18:07:30,file_example_MP3_5MG.mp3,0.2,0.448,476.61
2025-04-14 18:07:32,file_example_MP3_5MG.mp3,0.181,0.356,437.11
2025-04-14 18:07:34,file_example_MP3_5MG.mp3,0.22,0.589,497.17
2025-04-14 18:07:36,file_example_MP3_5MG.mp3,0.219,0.683,434.57
2025-04-14 18:07:39,file_example_MP3_5MG.mp3,0.283,0.453,455.8
2025-04-14 18:07:41,file_example_MP3_5MG.mp3,0.209,0.377,527.12
2025-04-14 18:07:43,file_example_MP3_5MG.mp3,0.211,1.029,471.65
2025-04-14 18:07:46,file_example_MP3_5MG.mp3,0.25,1.013,437.56
2025-04-14 18:07:48,file_example_MP3_5MG.mp3,0.193,0.908,435.86
2025-04-14 18:07:51,file_example_MP3_5MG.mp3,0.217,0.79,458.47
2025-04-14 18:07:53,file_example_MP3_5MG.mp3,0.162,0.849,423.78
2025-04-14 18:07:56,file_example_MP3_5MG.mp3,0.264,0.675,439.17
2025-04-14 18:07:58,file_example_MP3_5MG.mp3,0.257,0.76,491.1
2025-04-14 18:08:01,file_example_MP3_5MG.mp3,0.193,0.681,458.47
2025-04-14 18:08:03,file_example_MP3_5MG.mp3,0.243,0.46,436.08
2025-04-14 18:08:05,file_example_MP3_5MG.mp3,0.152,0.508,469.65
2025-04-14 18:08:07,file_example_MP3_5MG.mp3,0.186,0.491,418.95
2025-04-14 18:08:09,file_example_MP3_5MG.mp3,0.255,0.396,456.29
2025-04-14 18:08:12,file_example_MP3_5MG.mp3,0.273,0.566,439.05
2025-04-14 18:08:14,file_example_MP3_5MG.mp3,0.196,0.439,416.58
2025-04-14 18:08:16,file_example_MP3_5MG.mp3,0.2,0.598,448.58
2025-04-14 18:08:18,file_example_MP3_5MG.mp3,0.315,0.304,466.4
2025-04-14 18:08:20,file_example_MP3_5MG.mp3,0.248,0.366,520.87
2025-04-14 18:08:22,file_example_MP3_5MG.mp3,0.227,0.439,465.22
2025-04-14 18:08:25,file_example_MP3_5MG.mp3,0.207,0.563,440.24
2025-04-14 18:08:27,file_example_MP3_5MG.mp3,0.327,0.582,431.5
2025-04-14 18:08:29,file_example_MP3_5MG.mp3,0.245,0.435,739.42
2025-04-14 18:08:31,file_example_MP3_5MG.mp3,0.233,0.562,440.63
2025-04-14 18:08:34,file_example_MP3_5MG.mp3,0.206,0.391,411.41
2025-04-14 18:08:36,file_example_MP3_5MG.mp3,0.148,0.419,460.49
2025-04-14 18:08:38,file_example_MP3_5MG.mp3,0.191,0.445,409.12
2025-04-14 18:08:40,file_example_MP3_5MG.mp3,0.22,0.554,464.03
2025-04-14 18:08:42,file_example_MP3_5MG.mp3,0.215,0.403,426.6
2025-04-14 18:08:44,file_example_MP3_5MG.mp3,0.207,0.438,472.82
2025-04-14 18:08:46,file_example_MP3_5MG.mp3,0.272,0.439,626.73
2025-04-14 18:08:49,file_example_MP3_5MG.mp3,0.272,1.308,925.41
2025-04-14 18:08:52,file_example_MP3_5MG.mp3,0.178,0.68,465.26
2025-04-14 18:08:54,file_example_MP3_5MG.mp3,0.216,0.413,429.98
2025-04-14 18:08:56,file_example_MP3_5MG.mp3,0.214,0.477,429.96
2025-04-14 18:08:59,file_example_MP3_5MG.mp3,0.22,0.659,668.29
2025-04-14 18:09:01,file_example_MP3_5MG.mp3,0.214,0.476,444.87
2025-04-14 18:09:03,file_example_MP3_5MG.mp3,0.231,0.36,411.79
2025-04-14 18:09:05,file_example_MP3_5MG.mp3,0.203,0.746,469.73
2025-04-14 18:09:08,file_example_MP3_5MG.mp3,0.208,0.603,422.34
2025-04-14 18:09:10,file_example_MP3_5MG.mp3,0.216,0.941,455.59
2025-04-14 18:09:13,file_example_MP3_5MG.mp3,0.256,0.495,473.69
2025-04-14 18:09:15,file_example_MP3_5MG.mp3,0.216,0.875,508.97
2025-04-14 18:09:17,file_example_MP3_5MG.mp3,0.209,0.921,442.1
2025-04-14 18:09:20,file_example_MP3_5MG.mp3,0.183,0.853,439.8
2025-04-14 18:09:22,file_example_MP3_5MG.mp3,0.244,1.207,476.12
2025-04-14 18:09:25,file_example_MP3_5MG.mp3,0.236,0.638,436.66
2025-04-14 18:09:28,file_example_MP3_5MG.mp3,0.244,0.527,462.64
2025-04-14 18:09:30,file_example_MP3_5MG.mp3,0.188,0.376,453.64
2025-04-14 18:09:32,file_example_MP3_5MG.mp3,0.241,0.41,479.25
2025-04-14 18:09:34,file_example_MP3_5MG.mp3,0.196,0.428,503.98
2025-04-14 18:09:36,file_example_MP3_5MG.mp3,0.279,0.428,446.9
2025-04-14 18:09:38,file_example_MP3_5MG.mp3,0.274,1.068,458.25
2025-04-14 18:09:41,file_example_MP3_5MG.mp3,0.236,0.676,444.74
2025-04-14 18:09:44,file_example_MP3_5MG.mp3,0.294,0.417,430.65
2025-04-14 18:09:46,file_example_MP3_5MG.mp3,0.219,0.444,462.68
2025-04-14 18:09:48,file_example_MP3_5MG.mp3,0.221,0.577,457.17
2025-04-14 18:09:50,file_example_MP3_5MG.mp3,0.208,0.394,424.41
2025-04-14 18:09:52,file_example_MP3_5MG.mp3,0.237,0.434,573.35
2025-04-14 18:09:54,file_example_MP3_5MG.mp3,0.217,0.455,519.1
2025-04-14 18:09:57,file_example_MP3_5MG.mp3,0.222,0.352,450.65
2025-04-14 18:09:59,file_example_MP3_5MG.mp3,0.289,0.394,448.12
2025-04-14 18:10:01,file_example_MP3_5MG.mp3,0.199,0.435,527.36
2025-04-14 18:10:03,file_example_MP3_5MG.mp3,0.203,0.438,442.33
2025-04-14 18:10:05,file_example_MP3_5MG.mp3,0.253,0.453,430.01
2025-04-14 18:10:07,file_example_MP3_5MG.mp3,0.272,0.365,415.14
2025-04-14 18:10:09,file_example_MP3_5MG.mp3,0.166,0.403,440.01
2025-04-14 18:10:11,file_example_MP3_5MG.mp3,0.188,0.823,445.49
2025-04-14 18:10:14,file_example_MP3_5MG.mp3,0.214,0.805,448.82
2025-04-14 18:10:16,file_example_MP3_5MG.mp3,0.145,0.773,466.8
2025-04-14 18:10:19,file_example_MP3_5MG.mp3,0.208,0.926,456.69
2025-04-14 18:10:21,file_example_MP3_5MG.mp3,0.255,0.51,439.06
2025-04-14 18:10:23,file_example_MP3_5MG.mp3,0.203,0.379,441.97
2025-04-14 18:10:25,file_example_MP3_5MG.mp3,0.186,0.311,419.94
2025-04-14 18:10:27,file_example_MP3_5MG.mp3,0.349,0.377,407.25
2025-04-14 18:10:29,file_example_MP3_5MG.mp3,0.211,0.617,459.1
2025-04-14 18:10:32,file_example_MP3_5MG.mp3,0.254,0.446,476.38
2025-04-14 18:10:34,file_example_MP3_5MG.mp3,0.258,0.459,416.65
2025-04-14 18:10:36,file_example_MP3_5MG.mp3,0.235,0.464,418.33
2025-04-14 18:10:38,file_example_MP3_5MG.mp3,0.218,0.998,491.12
2025-04-14 18:10:41,file_example_MP3_5MG.mp3,0.23,1.158,466.04
2025-04-14 18:10:44,file_example_MP3_5MG.mp3,0.227,0.612,439.48
2025-04-14 18:10:46,file_example_MP3_5MG.mp3,0.149,0.428,632.47
2025-04-14 18:10:48,file_example_MP3_5MG.mp3,0.225,0.353,453.66
2025-04-14 18:10:50,file_example_MP3_5MG.mp3,0.246,0.442,462.9
2025-04-14 18:10:52,file_example_MP3_5MG.mp3,0.156,0.39,509.7
2025-04-14 18:10:54,file_example_MP3_5MG.mp3,0.366,0.415,499.81
2025-04-14 18:10:57,file_example_MP3_5MG.mp3,0.195,0.683,461.02
2025-04-14 18:10:59,file_example_MP3_5MG.mp3,0.302,0.434,450.11
2025-04-14 18:11:01,file_example_MP3_5MG.mp3,0.207,0.436,440.15
2025-04-14 18:11:03,file_example_MP3_5MG.mp3,0.225,0.446,467.8
2025-04-14 18:11:06,file_example_MP3_5MG.mp3,0.206,0.457,495.06
2025-04-14 18:11:08,file_example_MP3_5MG.mp3,0.194,0.353,565.04
2025-04-14 18:11:10,file_example_MP3_5MG.mp3,0.184,0.608,429.82
2025-04-14 18:11:12,file_example_MP3_5MG.mp3,0.205,0.817,454.09
2025-04-14 18:11:15,file_example_MP3_5MG.mp3,0.228,0.452,427.16
2025-04-14 18:11:17,file_example_MP3_5MG.mp3,0.236,1.197,434.87
2025-04-14 18:11:19,file_example_MP3_5MG.mp3,0.234,1.217,467.55
2025-04-14 18:11:22,file_example_MP3_5MG.mp3,0.215,0.844,456.66
2025-04-14 18:11:25,file_example_MP3_5MG.mp3,0.226,0.56,425.08
2025-04-14 18:11:27,file_example_MP3_5MG.mp3,0.284,0.374,497.93
2025-04-14 18:11:29,file_example_MP3_5MG.mp3,0.321,0.506,441.14
2025-04-14 18:11:32,file_example_MP3_5MG.mp3,0.208,0.535,447.3
2025-04-14 18:11:34,file_example_MP3_5MG.mp3,0.327,0.795,433.2
2025-04-14 18:11:36,file_example_MP3_5MG.mp3,0.21,1.112,488.15
2025-04-14 18:11:39,file_example_MP3_5MG.mp3,0.192,0.746,534.24
2025-04-14 18:11:42,file_example_MP3_5MG.mp3,0.21,0.635,462.44
2025-04-14 18:11:44,file_example_MP3_5MG.mp3,0.244,0.405,465.72
2025-04-14 18:11:46,file_example_MP3_5MG.mp3,0.186,0.427,508.43
2025-04-14 18:11:48,file_example_MP3_5MG.mp3,0.298,0.36,469.23
2025-04-14 18:11:50,file_example_MP3_5MG.mp3,0.287,1.099,441.09
2025-04-14 18:11:53,file_example_MP3_5MG.mp3,0.173,1.21,496.04
2025-04-14 18:11:56,file_example_MP3_5MG.mp3,0.204,0.851,583.42
2025-04-14 18:11:59,file_example_MP3_5MG.mp3,0.192,0.715,467.58
2025-04-14 18:12:01,file_example_MP3_5MG.mp3,0.293,0.874,477.36
2025-04-14 18:12:04,file_example_MP3_5MG.mp3,0.239,0.747,497.04
2025-04-14 18:12:06,file_example_MP3_5MG.mp3,0.266,0.901,454.48
2025-04-14 18:12:09,file_example_MP3_5MG.mp3,0.149,0.303,443.31
2025-04-14 18:12:11,file_example_MP3_5MG.mp3,0.242,0.213,447.07
2025-04-14 18:12:13,file_example_MP3_5MG.mp3,0.207,0.361,517.44
2025-04-14 18:12:15,file_example_MP3_5MG.mp3,0.183,0.28,607.94
2025-04-14 18:12:17,file_example_MP3_5MG.mp3,0.216,0.495,455.43
2025-04-14 18:12:19,file_example_MP3_5MG.mp3,0.21,0.375,446.36
2025-04-14 18:12:21,file_example_MP3_5MG.mp3,0.175,1.029,525.8
2025-04-14 18:12:24,file_example_MP3_5MG.mp3,0.214,1.231,473.11
2025-04-14 18:12:27,file_example_MP3_5MG.mp3,0.242,0.644,436.25
2025-04-14 18:12:29,file_example_MP3_5MG.mp3,0.257,1.105,493.66
2025-04-14 18:12:32,file_example_MP3_5MG.mp3,0.22,0.713,428.04
2025-04-14 18:12:34,file_example_MP3_5MG.mp3,0.196,0.487,514.33
2025-04-14 18:12:36,file_example_MP3_5MG.mp3,0.276,0.369,473.48
2025-04-14 18:12:39,file_example_MP3_5MG.mp3,0.215,0.412,440.55
2025-04-14 18:12:41,file_example_MP3_5MG.mp3,0.23,0.537,414.75
2025-04-14 18:12:43,file_example_MP3_5MG.mp3,0.201,0.412,427.97
2025-04-14 18:12:45,file_example_MP3_5MG.mp3,0.192,0.519,469.08
2025-04-14 18:12:47,file_example_MP3_5MG.mp3,0.191,0.69,424.32
2025-04-14 18:12:49,file_example_MP3_5MG.mp3,0.212,0.56,441.39
2025-04-14 18:12:52,file_example_MP3_5MG.mp3,0.225,0.36,621.63
2025-04-14 18:12:54,file_example_MP3_5MG.mp3,0.177,0.502,443.09
2025-04-14 18:12:56,file_example_MP3_5MG.mp3,0.205,0.469,444.55
2025-04-14 18:12:58,file_example_MP3_5MG.mp3,0.219,0.388,587.27
2025-04-14 18:13:00,file_example_MP3_5MG.mp3,0.193,0.746,455.09
2025-04-14 18:13:03,file_example_MP3_5MG.mp3,0.185,0.615,448.46
2025-04-14 18:13:05,file_example_MP3_5MG.mp3,0.213,0.49,449.36
2025-04-14 18:13:07,file_example_MP3_5MG.mp3,0.256,1.1,822.86
2025-04-14 18:13:10,file_example_MP3_5MG.mp3,0.22,1.297,483.68
2025-04-14 18:13:13,file_example_MP3_5MG.mp3,0.24,0.787,436.23
2025-04-14 18:13:16,file_example_MP3_5MG.mp3,0.231,0.45,448.58
2025-04-14 18:13:18,file_example_MP3_5MG.mp3,0.23,0.348,543.38
2025-04-14 18:13:20,file_example_MP3_5MG.mp3,0.313,0.405,435.47
2025-04-14 18:13:22,file_example_MP3_5MG.mp3,0.231,0.348,462.44
2025-04-14 18:13:24,file_example_MP3_5MG.mp3,0.283,0.581,468.53
2025-04-14 18:13:26,file_example_MP3_5MG.mp3,0.288,0.609,455.74
2025-04-14 18:13:29,file_example_MP3_5MG.mp3,0.226,0.84,451.38
2025-04-14 18:13:31,file_example_MP3_5MG.mp3,0.216,0.822,474.83
2025-04-14 18:13:34,file_example_MP3_5MG.mp3,0.208,0.63,471.51
2025-04-14 18:13:36,file_example_MP3_5MG.mp3,0.203,0.433,440.54
2025-04-14 18:13:38,file_example_MP3_5MG.mp3,0.244,0.446,430.95
2025-04-14 18:13:40,file_example_MP3_5MG.mp3,0.226,1.11,440.38
2025-04-14 18:13:43,file_example_MP3_5MG.mp3,0.346,1.125,450.73
2025-04-14 18:13:46,file_example_MP3_5MG.mp3,0.181,0.835,440.27
2025-04-14 18:13:49,file_example_MP3_5MG.mp3,0.291,0.545,424.3
2025-04-14 18:13:51,file_example_MP3_5MG.mp3,0.259,0.444,430.9
2025-04-14 18:13:53,file_example_MP3_5MG.mp3,0.169,0.64,458.66
2025-04-14 18:13:55,file_example_MP3_5MG.mp3,0.198,0.461,424.84
2025-04-14 18:13:57,file_example_MP3_5MG.mp3,0.201,0.355,420.18
2025-04-14 18:13:59,file_example_MP3_5MG.mp3,0.176,0.327,437.61
2025-04-14 18:14:01,file_example_MP3_5MG.mp3,0.24,0.293,449.44
2025-04-14 18:14:03,file_example_MP3_5MG.mp3,0.2,0.439,510.98
2025-04-14 18:14:05,file_example_MP3_5MG.mp3,0.72,0.441,431.79
2025-04-14 18:14:08,file_example_MP3_5MG.mp3,0.191,0.382,452.16
2025-04-14 18:14:10,file_example_MP3_5MG.mp3,0.226,0.404,426.15
2025-04-14 18:14:12,file_example_MP3_5MG.mp3,0.187,0.495,498.9
2025-04-14 18:14:14,file_example_MP3_5MG.mp3,0.193,1.005,449.63
2025-04-14 18:14:17,file_example_MP3_5MG.mp3,0.237,0.749,436.58
2025-04-14 18:14:19,file_example_MP3_5MG.mp3,0.212,0.89,448.16
2025-04-14 18:14:22,file_example_MP3_5MG.mp3,0.239,1.21,527.29
2025-04-14 18:14:25,file_example_MP3_5MG.mp3,0.225,1.386,440.78
2025-04-14 18:14:28,file_example_MP3_5MG.mp3,0.189,0.583,419.56
2025-04-14 18:14:30,file_example_MP3_5MG.mp3,0.21,0.418,464.99
2025-04-14 18:14:32,file_example_MP3_5MG.mp3,0.248,0.349,414.67
2025-04-14 18:14:34,file_example_MP3_5MG.mp3,0.259,0.408,422.66
2025-04-14 18:14:36,file_example_MP3_5MG.mp3,0.226,0.443,432.5
2025-04-14 18:14:38,file_example_MP3_5MG.mp3,0.201,0.34,430.29
2025-04-14 18:14:40,file_example_MP3_5MG.mp3,0.229,0.521,788.41
2025-04-14 18:14:43,file_example_MP3_5MG.mp3,0.194,1.416,520.48
2025-04-14 18:14:46,file_example_MP3_5MG.mp3,0.208,0.825,516.43
2025-04-14 18:14:49,file_example_MP3_5MG.mp3,0.252,0.841,463.96
2025-04-14 18:14:51,file_example_MP3_5MG.mp3,0.22,0.478,446.57
2025-04-14 18:14:53,file_example_MP3_5MG.mp3,0.213,0.358,607.12
2025-04-14 18:14:55,file_example_MP3_5MG.mp3,0.232,0.308,470.05
2025-04-14 18:14:57,file_example_MP3_5MG.mp3,0.202,1.156,464.4
2025-04-14 18:15:00,file_example_MP3_5MG.mp3,0.206,0.858,454.5
2025-04-14 18:15:03,file_example_MP3_5MG.mp3,0.241,0.626,455.65
2025-04-14 18:15:05,file_example_MP3_5MG.mp3,0.227,0.921,547.62
2025-04-14 18:15:08,file_example_MP3_5MG.mp3,0.193,0.761,459.93
2025-04-14 18:15:10,file_example_MP3_5MG.mp3,0.213,0.632,449.51
2025-04-14 18:15:13,file_example_MP3_5MG.mp3,0.23,0.445,435.0
2025-04-14 18:15:15,file_example_MP3_5MG.mp3,0.18,0.973,479.68
2025-04-14 18:15:17,file_example_MP3_5MG.mp3,0.208,0.576,718.16
2025-04-14 18:15:20,file_example_MP3_5MG.mp3,0.288,0.688,452.58
2025-04-14 18:15:22,file_example_MP3_5MG.mp3,0.19,0.904,431.56
2025-04-14 18:15:25,file_example_MP3_5MG.mp3,0.191,0.918,1914.8
2025-04-14 18:15:29,file_example_MP3_5MG.mp3,0.22,0.669,504.4
2025-04-14 18:15:31,file_example_MP3_5MG.mp3,0.227,0.541,459.67
2025-04-14 18:15:33,file_example_MP3_5MG.mp3,0.357,0.399,541.73
2025-04-14 18:15:36,file_example_MP3_5MG.mp3,0.203,0.431,463.13
2025-04-14 18:15:38,file_example_MP3_5MG.mp3,0.262,0.563,423.13
2025-04-14 18:15:40,file_example_MP3_5MG.mp3,0.29,0.408,471.13
2025-04-14 18:15:42,file_example_MP3_5MG.mp3,0.281,0.536,500.45
2025-04-14 18:15:45,file_example_MP3_5MG.mp3,0.3,0.491,473.66
2025-04-14 18:15:47,file_example_MP3_5MG.mp3,0.207,0.392,566.45
2025-04-14 18:15:49,file_example_MP3_5MG.mp3,0.209,0.452,451.02
2025-04-14 18:15:51,file_example_MP3_5MG.mp3,0.217,0.472,657.34
2025-04-14 18:15:54,file_example_MP3_5MG.mp3,0.211,0.365,422.67
2025-04-14 18:15:56,file_example_MP3_5MG.mp3,0.241,0.337,444.01
2025-04-14 18:15:58,file_example_MP3_5MG.mp3,0.201,0.271,495.22
2025-04-14 18:16:00,file_example_MP3_5MG.mp3,0.241,1.014,431.1
2025-04-14 18:16:02,file_example_MP3_5MG.mp3,0.229,0.267,503.86
2025-04-14 18:16:04,file_example_MP3_5MG.mp3,0.229,0.232,496.01
2025-04-14 18:16:06,file_example_MP3_5MG.mp3,0.184,0.37,442.33
2025-04-14 18:16:08,file_example_MP3_5MG.mp3,0.212,0.712,564.47
2025-04-14 18:16:11,file_example_MP3_5MG.mp3,0.189,0.883,444.84
2025-04-14 18:16:13,file_example_MP3_5MG.mp3,0.308,0.566,456.45
2025-04-14 18:16:16,file_example_MP3_5MG.mp3,0.626,0.399,597.11
2025-04-14 18:16:18,file_example_MP3_5MG.mp3,0.218,0.325,484.27
2025-04-14 18:16:20,file_example_MP3_5MG.mp3,0.293,0.386,553.26
2025-04-14 18:16:22,file_example_MP3_5MG.mp3,0.231,0.427,425.67
2025-04-14 18:16:25,file_example_MP3_5MG.mp3,0.205,0.475,432.75
2025-04-14 18:16:27,file_example_MP3_5MG.mp3,0.207,0.672,469.06
2025-04-14 18:16:29,file_example_MP3_5MG.mp3,0.19,1.035,470.43
2025-04-14 18:16:32,file_example_MP3_5MG.mp3,0.232,1.042,451.26
2025-04-14 18:16:34,file_example_MP3_5MG.mp3,0.245,1.312,488.03
2025-04-14 18:16:37,file_example_MP3_5MG.mp3,0.198,0.812,463.57
2025-04-14 18:16:40,file_example_MP3_5MG.mp3,0.23,0.554,427.67
2025-04-14 18:16:42,file_example_MP3_5MG.mp3,0.236,0.691,464.86
2025-04-14 18:16:45,file_example_MP3_5MG.mp3,0.274,0.906,450.75
2025-04-14 18:16:47,file_example_MP3_5MG.mp3,0.188,0.45,437.07
2025-04-14 18:16:49,file_example_MP3_5MG.mp3,0.218,0.47,424.81
2025-04-14 18:16:51,file_example_MP3_5MG.mp3,0.228,0.504,464.9
2025-04-14 18:16:54,file_example_MP3_5MG.mp3,0.25,0.434,477.58
2025-04-14 18:16:56,file_example_MP3_5MG.mp3,0.214,0.429,457.6
2025-04-14 18:16:58,file_example_MP3_5MG.mp3,0.218,1.133,475.53
2025-04-14 18:17:01,file_example_MP3_5MG.mp3,0.214,0.711,421.13
2025-04-14 18:17:03,file_example_MP3_5MG.mp3,0.219,0.433,458.44
2025-04-14 18:17:05,file_example_MP3_5MG.mp3,0.215,0.471,424.64
2025-04-14 18:17:07,file_example_MP3_5MG.mp3,0.16,0.526,443.39
2025-04-14 18:17:09,file_example_MP3_5MG.mp3,0.255,0.447,461.29
2025-04-14 18:17:12,file_example_MP3_5MG.mp3,0.225,0.488,456.01
2025-04-14 18:17:14,file_example_MP3_5MG.mp3,0.219,0.384,474.15
2025-04-14 18:17:16,file_example_MP3_5MG.mp3,0.239,0.759,452.72
2025-04-14 18:17:18,file_example_MP3_5MG.mp3,0.186,0.752,498.45
2025-04-14 18:22:22,file_example_MP3_700KB.mp3,0.262,0.361,485.28
2025-04-14 18:22:24,file_example_MP3_700KB.mp3,0.217,0.211,447.82
2025-04-14 18:22:26,file_example_MP3_700KB.mp3,0.168,0.237,470.35
2025-04-14 18:22:28,file_example_MP3_700KB.mp3,0.313,0.195,448.43
2025-04-14 18:22:30,file_example_MP3_700KB.mp3,0.183,0.142,426.8
2025-04-14 18:22:32,file_example_MP3_700KB.mp3,0.172,0.144,483.93
2025-04-14 18:22:34,file_example_MP3_700KB.mp3,0.158,0.146,414.87
2025-04-14 18:22:35,file_example_MP3_700KB.mp3,0.082,0.133,491.71
2025-04-14 18:22:37,file_example_MP3_700KB.mp3,0.197,0.109,434.38
2025-04-14 18:22:39,file_example_MP3_700KB.mp3,0.167,0.127,446.9
2025-04-14 18:22:40,file_example_MP3_700KB.mp3,0.17,0.119,464.62
2025-04-14 18:22:42,file_example_MP3_700KB.mp3,0.207,0.15,455.31
2025-04-14 18:22:44,file_example_MP3_700KB.mp3,0.151,0.138,447.63
2025-04-14 18:22:46,file_example_MP3_700KB.mp3,0.166,0.172,533.52
2025-04-14 18:22:48,file_example_MP3_700KB.mp3,0.157,0.205,407.12
2025-04-14 18:22:49,file_example_MP3_700KB.mp3,0.156,0.193,408.05
2025-04-14 18:22:51,file_example_MP3_700KB.mp3,0.169,0.159,473.16
2025-04-14 18:22:53,file_example_MP3_700KB.mp3,0.108,0.214,440.21
